/home/aivs/anaconda3/envs/KSM/bin/python /home/aivs/바탕화면/aa/densenet.py 
Iter: 225000, Loss: 1.1320, LR: 0.001000
Iter: 226000, Loss: 1.1698, LR: 0.001000
Iter: 227000, Loss: 0.9332, LR: 0.001000
Iter: 228000, Loss: 1.4389, LR: 0.001000
Iter: 229000, Loss: 1.2308, LR: 0.001000
Iter: 230000, Loss: 0.9819, LR: 0.001000
Iter: 230000, Count: 35714, Accuracy: 69.01%
Iter: 231000, Loss: 0.9700, LR: 0.001000
Iter: 232000, Loss: 1.1137, LR: 0.001000
Iter: 233000, Loss: 1.2760, LR: 0.001000
Iter: 234000, Loss: 1.2707, LR: 0.001000
Iter: 235000, Loss: 0.8236, LR: 0.001000
Iter: 236000, Loss: 1.0161, LR: 0.001000
Iter: 237000, Loss: 1.1561, LR: 0.001000
Iter: 238000, Loss: 1.2082, LR: 0.001000
Iter: 239000, Loss: 0.7406, LR: 0.001000
Iter: 240000, Loss: 1.0481, LR: 0.001000
Iter: 240000, Count: 35572, Accuracy: 68.74%
Iter: 241000, Loss: 1.0774, LR: 0.001000
Iter: 242000, Loss: 0.9338, LR: 0.001000
Iter: 243000, Loss: 1.3282, LR: 0.001000
Iter: 244000, Loss: 1.3630, LR: 0.001000
Iter: 245000, Loss: 1.1277, LR: 0.001000
Iter: 246000, Loss: 0.9067, LR: 0.001000
Iter: 247000, Loss: 1.3280, LR: 0.001000
Iter: 248000, Loss: 1.1066, LR: 0.001000
Iter: 249000, Loss: 0.9686, LR: 0.001000
Iter: 250000, Loss: 0.9436, LR: 0.000167
Iter: 250000, Count: 35624, Accuracy: 68.84%
Iter: 251000, Loss: 0.8315, LR: 0.000163
Iter: 252000, Loss: 0.8638, LR: 0.000160
Iter: 253000, Loss: 1.0987, LR: 0.000157
Iter: 254000, Loss: 0.6898, LR: 0.000153
Iter: 255000, Loss: 1.3721, LR: 0.000150
Iter: 256000, Loss: 1.1574, LR: 0.000147
Iter: 257000, Loss: 1.1958, LR: 0.000143
Iter: 258000, Loss: 0.9681, LR: 0.000140
Iter: 259000, Loss: 0.9618, LR: 0.000137
Iter: 260000, Loss: 0.8590, LR: 0.000133
Iter: 260000, Count: 37074, Accuracy: 71.64%
Iter: 261000, Loss: 1.0982, LR: 0.000130
Iter: 262000, Loss: 0.9773, LR: 0.000127
